Duration (s),Volume (L),Measured,SF6 (%),Distance Weights
2.5,0.987936,0,0,0
0.261061,-0.107116,1,0.0217995
0.542122,-0.214232,1,0.146093
0.780909,-0.308595,1,0.157719
0.780909,-0.308595,1,0.157719
0.125,-0.0493968,0,0,0
2.5,0.943333,0,0,0
0.273877,-0.107116,1,0.0122213
0.567754,-0.214232,1,0.116439
0.761684,-0.287409,1,0.127099
0.761684,-0.287409,1,0.127099
0.125,-0.0471667,0,0,0
2.5,0.762124,0,0,0
0.341374,-0.107116,1,0.0103109
0.702748,-0.214232,1,0.0984153
0.660439,-0.201335,1,0.108464
0.660439,-0.201335,1,0.108464
0.125,-0.0381062,0,0,0
2.5,1.01316,0,0,0
0.254312,-0.107116,1,0.00569503
0.528623,-0.214232,1,0.0783018
0.791033,-0.320578,1,0.087413
0.791033,-0.320578,1,0.087413
0.125,-0.0506581,0,0,0
2.5,1.01257,0,0,0
0.254467,-0.107116,1,0.00372836
0.528935,-0.214232,1,0.062819
0.790799,-0.320294,1,0.071079
0.790799,-0.320294,1,0.071079
0.125,-0.0506283,0,0,0
2.5,0.733539,0,0,0
0.355066,-0.107116,1,0.00284862
0.730133,-0.214232,1,0.0545521
0.6399,-0.187757,1,0.0623715
0.6399,-0.187757,1,0.0623715
0.125,-0.036677,0,0,0
2.5,1.04815,0,0,0
0.245489,-0.107116,1,0.00190664
0.510977,-0.214232,1,0.0439545
0.804267,-0.337198,1,0.0510074
0.804267,-0.337198,1,0.0510074
0.125,-0.0524076,0,0,0
2.5,0.808332,0,0,0
0.321288,-0.107116,1,0.00163399
0.662576,-0.214232,1,0.0377763
0.690568,-0.223283,1,0.0443743
0.690568,-0.223283,1,0.0443743
0.125,-0.0404166,0,0,0
2.5,0.799452,0,0,0
0.324968,-0.107116,1,0.00106606
0.669935,-0.214232,1,0.0326603
0.685049,-0.219065,1,0.0388424
0.685049,-0.219065,1,0.0388424
0.125,-0.0399726,0,0,0
2.5,1.02567,0,0,0
0.251088,-0.107116,1,0.000646014
0.522176,-0.214232,1,0.0268188
0.795868,-0.32652,1,0.0324154
0.795868,-0.32652,1,0.0324154
0.125,-0.0512836,0,0,0
2.5,0.843956,0,0,0
0.307304,-0.107116,1,0.000618286
0.634608,-0.214232,1,0.0230825
0.711544,-0.240205,1,0.028291
0.711544,-0.240205,1,0.028291
0.125,-0.0421978,0,0,0
2.5,0.878284,0,0,0
0.294902,-0.107116,1,0.000445678
0.609804,-0.214232,1,0.0197763
0.730147,-0.25651,1,0.0245997
0.730147,-0.25651,1,0.0245997
0.125,-0.0439142,0,0,0
2.5,1.02225,0,0,0
0.251963,-0.107116,1,0.000297372
0.523926,-0.214232,1,0.0164246
0.794555,-0.324892,1,0.0207962
0.794555,-0.324892,1,0.0207962
0.125,-0.0511123,0,0,0
2.5,0.722777,0,0,0
0.360502,-0.107116,1,0.000332728
0.741004,-0.214232,1,0.0146731
0.631747,-0.182645,1,0.0188202
0.631747,-0.182645,1,0.0188202
0.125,-0.0361389,0,0,0
2.5,0.994009,0,0,0
0.259405,-0.107116,1,0.000255508
0.538809,-0.214232,1,0.0123404
0.783393,-0.31148,1,0.0161172
0.783393,-0.31148,1,0.0161172
0.125,-0.0497004,0,0,0
2.5,0.759498,0,0,0
0.342589,-0.107116,1,0.000224936
0.705178,-0.214232,1,0.0109634
0.658617,-0.200087,1,0.0145273
0.658617,-0.200087,1,0.0145273
0.125,-0.0379749,0,0,0
2.5,0.932912,0,0,0
0.277048,-0.107116,1,0.000168397
0.574096,-0.214232,1,0.00937699
0.756928,-0.282459,1,0.0126534
0.756928,-0.282459,1,0.0126534
0.125,-0.0466456,0,0,0
2.5,0.981276,0,0,0
0.2629,-0.107116,1,0.000121489
0.545801,-0.214232,1,0.00795596
0.778149,-0.305432,1,0.0109474
