Duration (s),Volume (L),Measured,SF6 (%),Distance Weights
2.5,0.851205,0,0,0
0.302223,-0.106306,1,0.0189407
0.624446,-0.212613,1,0.151625
0.719165,-0.244863,1,0.163484
0.719165,-0.244863,1,0.163484
0.125,-0.0425602,0,0,0
2.5,0.997598,0,0,0
0.256406,-0.106306,1,0.0135594
0.532812,-0.212613,1,0.118932
0.787891,-0.314399,1,0.129713
0.787891,-0.314399,1,0.129713
0.125,-0.0498799,0,0,0
2.5,0.83138,0,0,0
0.309668,-0.106306,1,0.00774843
0.639337,-0.212613,1,0.0985825
0.707998,-0.235446,1,0.108638
0.707998,-0.235446,1,0.108638
0.125,-0.041569,0,0,0
2.5,0.863872,0,0,0
0.297645,-0.106306,1,0.00672566
0.61529,-0.212613,1,0.0815985
0.726032,-0.25088,1,0.0909278
0.726032,-0.25088,1,0.0909278
0.125,-0.0431936,0,0,0
2.5,0.945962,0,0,0
0.270948,-0.106306,1,0.00366306
0.561895,-0.212613,1,0.0665614
0.766078,-0.289872,1,0.0751071
0.766078,-0.289872,1,0.0751071
0.125,-0.0472981,0,0,0
2.5,1.06011,0,0,0
0.240695,-0.106306,1,0.00234289
0.501391,-0.212613,1,0.0531535
0.811457,-0.344095,1,0.0608475
0.811457,-0.344095,1,0.0608475
0.125,-0.0530057,0,0,0
2.5,1.04487,0,0,0
0.244352,-0.106306,1,0.00176168
0.508704,-0.212613,1,0.0428937
0.805972,-0.336856,1,0.0498369
0.805972,-0.336856,1,0.0498369
0.125,-0.0522437,0,0,0
2.5,1.06899,0,0,0
0.238614,-0.106306,1,0.00129806
0.497228,-0.212613,1,0.0346378
0.814579,-0.34831,1,0.040882
0.814579,-0.34831,1,0.040882
0.125,-0.0534495,0,0,0
2.5,0.942203,0,0,0
0.272069,-0.106306,1,0.000781787
0.564137,-0.212613,1,0.0289701
0.764397,-0.288087,1,0.0346949
0.764397,-0.288087,1,0.0346949
0.125,-0.0471101,0,0,0
2.5,1.05319,0,0,0
0.242344,-0.106306,1,0.000553173
